"Hm0","THp","Tm01","Tm02","Tp","U10","wind_dir"
7.6,200.4,11.1,9.4,12.3,19.2,196.1
7.6,201.2,11.1,9.4,12.3,19.6,196
7.7,208.1,11.3,9.6,12.4,18.4,209.2
8.4,239.8,11.7,10,12.9,20,235.1
9.6,234.6,12.4,10.5,13.7,21.9,238.9
10.6,225.7,13,10.9,14.3,22.8,238.7
10.7,222.6,13.2,11,14.8,21.6,235.1
9.6,221.4,12.8,10.6,14.7,19.4,231.9
8.2,223.1,12.1,10,13.9,18.3,231.4
7.2,227,11.4,9.3,13.5,17.7,233
6.6,229.4,10.8,8.8,12.8,17.1,233.4
6.3,230.3,10.5,8.5,12.2,17.2,233
6.1,230,10.3,8.4,11.8,17.1,234.6
6.1,228.9,10.3,8.5,11.7,16.6,236.2
6.1,227.3,10.3,8.5,11.7,16.3,238.2
6.1,225.5,10.4,8.6,11.7,16.1,238.9
6,223.9,10.5,8.8,11.9,15.5,240.4
5.9,223.1,10.6,8.9,12.1,14.3,242.8
5.6,222.6,10.8,9.1,12.2,12.6,242.8
5.2,222.8,10.8,9.2,12.2,11.2,239.5
4.8,223.8,10.8,9.3,12.1,10,237.6
4.5,225,10.8,9.3,11.9,8.4,245.6
4.2,226,10.7,9.5,11.6,6.3,265.5
3.9,226.9,10.6,9.6,11.7,5.7,288.4
3.8,227.5,10.6,9.7,11.5,6.1,308.6
3.7,227.8,10.5,9.7,11.4,7.5,327.8
3.6,227.6,10.5,9.6,11.3,7.8,341.4
3.6,25.4,10.5,9.5,11.2,6.4,338.6
3.6,25.2,10.4,9.4,11.2,6.5,308.2
3.5,25,10.2,9,11.2,9.1,292.7
3.6,24.7,9.7,7.9,11.2,10.7,289.1
3.7,24.5,9.2,7.3,11.2,11.2,287.3
3.5,24.3,9,7.1,11.2,10.7,286
3.3,24.1,9.1,7.2,11.1,9.1,285.9
2.9,24,9.3,7.5,11.1,6.4,280.9
2.7,23.8,9.6,8,11,4.1,250
2.5,23.6,9.7,8.3,10.8,4.6,208.6
2.4,23.5,9.7,8.2,10.6,5.6,188.3
2.3,23.5,9.5,7.7,10.7,7.5,161.8
2.4,23.7,9,6.6,10.6,10.6,156.7
2.8,24.1,7.7,5.7,10.5,13.5,157.3
3.4,190.1,7.4,5.9,7.2,14.7,154.6
3.8,183,7.7,6.3,7.9,16.4,149.9
4.5,178.9,8,6.7,8.6,18.3,155.6
5.1,181.6,8.7,7.3,9.4,17.4,162
5.1,186.9,9.1,7.7,10.1,15.2,172.9
4.7,194.7,9.4,7.9,10.3,12.7,185.6
4.2,200.4,9.4,7.9,10.5,11.6,200.7
4,206.2,9.2,7.4,10.5,12.8,215.1
4,210.1,8.8,7,10.3,13.8,222.2
4,212.4,8.7,7,9.7,13.1,222.4
4,213.6,8.7,7,9.6,13.4,217.5
4,214.3,8.7,7,9.6,13.9,214.8
4.2,215,8.7,7,9.7,14.4,216.5
4.3,216.8,8.7,7.1,9.5,14.6,223.1
4.2,218.3,8.7,7.1,9.8,13.5,227
3.8,217.2,8.7,7,10.2,11.9,223.3
3.4,215.2,8.8,7.1,10.3,9.6,214
3,213.9,9,7.2,10.6,7.8,182
2.8,213,8.7,6.7,10.6,11.4,149.1
3.2,209.3,7.7,6,10.5,14.2,145.8
3.6,169.6,7.5,6.3,7.7,14.7,160.1
3.8,190.4,7.8,6.6,8.5,14.8,177.1
4,196.1,8,6.8,8.9,15.5,176.5
4.3,195.9,8.3,7,9.3,16.2,172.9
4.7,196.4,8.6,7.2,9.5,16.5,170.4
5,196.9,8.9,7.5,10.2,17,168.7
5.3,198,9.2,7.7,10.5,17.5,168.4
5.6,201.5,9.5,7.9,10.9,17.2,174.1
5.8,207.3,9.8,8.2,11.2,16.4,189.2
5.6,213.1,10.1,8.3,11.6,14.8,206.1
5.3,216.8,10.1,8.3,11.5,14.2,212.9
5,219.4,9.9,8.1,11.7,13.7,217.9
4.7,221.2,9.8,7.9,11.6,12.9,223.9
4.3,221.3,9.7,7.8,11.5,11.5,226.1
4,219.8,9.6,7.8,11.8,10.5,223.3
3.7,218.1,9.6,7.7,11.6,10.1,220.4
3.5,216.7,9.6,7.7,11.5,9.1,217.3
3.4,215.5,9.7,7.9,11.4,8.1,206.7
3.2,272.1,9.8,8,11.3,8.1,191
3.1,272.4,9.9,8,11.3,7.9,186.1
3,272.3,10,8.3,11.2,5.3,190.7
2.8,271.9,10,8.7,11.2,2.7,197.8
2.7,271.5,10,8.8,11.1,2.5,254
2.5,271,9.9,8.8,11,5,263.6
2.4,270.5,9.7,8.4,10.9,6.5,261.4
2.4,269.7,9.4,7.8,10.7,6.2,254.4
2.6,268.9,9.5,8,10.8,6.1,239.4
2.9,126.1,9.7,8.3,11,6.5,232.2
2.9,130.3,9.8,8.4,10.8,6.3,230.3
2.9,135,9.6,8.3,10.6,6.1,234.6
2.7,137.8,9.4,8.1,10.2,6.5,239.9
2.7,139.6,9.1,7.7,10,7.5,248.6
2.7,257.6,8.8,7.2,9.7,8.1,254.9
2.6,255.5,8.7,7.2,9.5,7.1,252.6
2.6,253,8.9,7.6,9.7,5.3,231.4
2.5,250.6,9,8,9.7,4.6,174.5
2.4,249.2,9.1,8.1,9.4,8.4,126.3
2.5,248.7,8.4,6.6,9.4,14.1,107.8
3.3,115.6,7,5.8,8.3,16.1,106.5
3.4,131.4,7.6,6.5,8.2,10.7,137
3.2,180.7,8.2,7.2,8.9,9.5,201.4
3.4,207,8.6,7.3,9.5,11.2,219
3.7,212.7,8.8,7.3,10.2,11.8,219.6
3.9,212.5,9.2,7.4,10.8,11.8,217.7
3.9,210.5,9.6,7.7,11.3,10.2,197.6
3.9,211.3,9.7,7.7,11.5,11.8,144.6
4.1,210.4,8.9,7,11.5,15.3,134.1
4.8,173.3,8.6,7.1,9.5,17.4,159.2
5.8,184.4,9.5,8,10.4,17.9,164.8
6.7,195.6,10.5,8.7,11.7,17.7,157.3
7.5,206.8,11.4,9.3,12.9,18.3,163.7
8.2,207.7,12,9.8,14,18,176.8
8.4,208.1,12.4,10,14.5,18.6,177.6
8.8,207.4,12.4,10.1,14.6,20,173.2
9.2,203.5,12.4,10.1,14.5,21.4,167.8
9.9,193.4,12.5,10.3,14.2,23.1,164.9
10.2,191.7,12.6,10.5,14.2,21.3,168.9
9.7,197.9,12.9,10.9,14.4,17.6,190.1
8.8,208.2,13,11.2,14.4,16.1,219.4
8.7,229.1,12.9,10.9,14.2,19.3,244.5
10.1,247.3,13,10.9,14.5,22.6,253.2
11,250.6,13.3,11.1,14.9,22.3,252.1
10.2,250.8,13.1,11,14.7,20.2,246.5
8.7,250.5,12.5,10.5,14,17.9,242.4
7.5,249.6,11.8,9.9,13.5,17,244.8
6.8,247.9,11.2,9.4,12.9,16.5,248.1
6.4,246.4,10.9,9.2,12.3,16,250.9
6.2,245.5,10.7,9.1,12,15.5,253.3
6,245.8,10.6,9,11.9,15.1,259.4
5.6,248.3,10.5,8.9,11.8,14,267.5
5.2,252.6,10.4,8.8,11.6,12.9,270.3
4.9,258.4,10.2,8.5,11.4,13.3,264.2
4.9,262.5,9.8,8.1,11.5,14.5,260.2
4.8,265.9,9.5,7.8,11.2,14.4,259.9
4.5,268.8,9.4,7.7,11,12.8,254.1
4.1,271.2,9.2,7.5,10.9,12.2,243.2
3.7,272.8,8.9,7.2,10.8,11.7,235.4
3.3,274.3,8.7,7,10.6,9.4,227.7
2.8,275.7,8.8,7.3,10.4,6,210
2.5,276.7,8.8,7.5,10.3,2.4,264.3
2.3,277.4,8.5,7.5,9.8,7.7,321.1
2.5,279,8.3,6.9,9.5,8.9,316
2.8,211.5,8.3,6.7,9.5,9.4,309.1
3,213.4,8.5,6.8,9.8,9.6,310
3,214.3,8.7,6.9,10,9.4,323
3,214.5,8.8,6.9,10.5,9.4,347.8
3,214.2,8.9,7,10.8,8.8,21
2.9,213.6,9,7,11.5,8.5,48.2
2.9,212.9,8.9,7,11.7,9,61.2
2.9,211.9,8.7,6.7,11.7,10.1,65.6
2.9,210.6,8.4,6.4,11.5,10.2,72.5
2.8,208.7,8.3,6.4,11.3,9,79.2
2.6,205.7,8.5,6.6,11.2,7.8,81.4
2.4,203.2,8.8,6.8,11.3,7.3,82.9
2.3,201.6,9,6.9,11.3,7.2,88.8
2.3,200.6,9.1,7,11.2,6.9,98.6
2.2,199.8,9.2,7,11.1,6.9,101.7
2.2,199.1,9.1,6.9,10.9,7.5,100.2
2.2,198.5,8.8,6.6,10.7,8,106.4
2.2,197.9,8.5,6.3,10.5,8.3,113.9
2.1,197.2,8.2,6,10.7,8.3,118.2
2.1,196.5,7.9,5.8,10.5,8.7,115
2.1,195.7,7.4,5.5,10.3,9.5,115.6
2.2,194.7,7,5.3,10.1,10.1,117.9
2.3,193.1,6.9,5.4,9.8,10,123.4
2.3,188.3,7.1,5.5,9.5,10.4,125.2
2.5,140,7.3,5.7,6.3,10.8,124.9
2.7,141.2,7.5,5.8,6.5,11.4,128.1
3,143.9,7.7,6,6.8,11.9,130.6
3.2,146.8,8,6.2,7.2,11.8,133.5
3.3,152.7,8.3,6.4,7.5,11.4,141.2
3.4,158.1,8.7,6.7,7.8,10.4,155.8
3.3,234.4,9.1,7,13,8.6,174.9
3.3,233.5,9.6,7.4,13.2,7.6,187.9
3.2,233.3,9.9,7.7,13.2,7.6,192.2
3.2,232.9,10,7.7,13.2,8.2,191
3.2,232,9.9,7.4,13.1,9.1,188.8
3.2,230.5,9.6,7.1,13,9.5,186.5
3.2,227.9,9.3,6.9,12.9,10.2,183.9
3.2,225.2,9,6.8,12.6,10.3,183.5
3.2,222.8,8.8,6.7,12.5,10.4,181.9
3.2,219.6,8.6,6.6,11.9,10.8,179.8
3.2,216,8.4,6.4,11.6,11.8,182.6
3.4,213.4,8.2,6.4,10.7,12.5,192.5
3.4,214.3,8.2,6.5,9.6,12.1,203.9
3.3,216,8.3,6.6,10.1,10.9,213.3
3.1,216.4,8.5,6.7,10.5,9.6,220
2.9,215.6,8.6,6.8,10.4,8.8,225.8
2.8,214.4,8.7,6.8,10.6,8.3,231.5
2.6,213,8.7,6.9,10.5,7.5,233.3
2.5,211.3,8.6,6.8,10.5,7.4,232.7
2.4,209.5,8.5,6.6,10.3,7.9,232.8
2.3,207.2,8.2,6.3,10.7,8.3,236.4
2.2,205.1,7.9,6.1,10.5,8.1,241.7
2.1,203.8,7.8,6,10.4,7.7,243.1
2,202.8,7.6,5.9,10.2,7.9,242.6
1.9,202,7.4,5.6,10.1,8.2,249
1.9,201.3,7.2,5.5,10,7.9,257.2
1.8,200.5,7.1,5.4,9.8,7.5,261.4
1.7,199.7,7.1,5.3,9.7,7.8,265.2
1.7,199,7,5.1,9.6,8.9,275.8
1.9,258.3,6.9,5,5.3,9.3,286.8
1.9,256.9,7.3,5.1,16.2,8.4,296.9
2,255.8,7.7,5.2,16.1,8.9,307.9
2.1,254.6,7.9,5.2,15.8,9.2,321.2
2.3,251.8,7.9,5.2,15.4,9.8,339
2.5,249.1,8,5.5,15.6,9.6,0.6
2.5,247.5,8.3,5.7,15.4,9,20.5
2.5,246.4,8.6,6,15.2,8,28.7
2.5,245.8,9.1,6.4,14.9,6.5,30.5
2.5,245.2,9.6,7.1,14,4.4,27.1
2.5,34.5,10.1,7.8,13.4,2.4,344.1
2.6,34.1,10.4,8.4,12.7,4.6,293.9
2.7,33.1,10.7,8.6,12.8,6.7,292.7
2.7,31.9,10.8,8.1,13.1,7.6,296
2.8,30.4,10.7,7.6,13.4,8.1,295.6
2.8,28.4,10.4,7.1,13.7,8.9,295.8
2.8,25.7,9.9,6.6,13.8,9.3,302
2.8,23.8,9.4,6.4,13.8,9.6,307.2
2.8,22.1,8.9,6.2,13.4,9.9,313.3
2.7,20.6,8.5,6.1,12.9,9.7,316.4
2.6,19.3,8.2,6,12.8,9.8,322.9
2.5,18.5,8.1,6,12.4,8.7,330.1
2.2,18.8,8.1,6,12,7.4,330.7
2,19.7,8.2,6.1,11.6,6.8,325.2
1.9,20.5,8.3,6.1,11.6,6.6,325.7
1.8,21.3,8.3,6.2,11.3,5.7,326
1.7,22,8.4,6.3,11.1,4.9,315.6
1.6,22.6,8.4,6.3,10.9,5.2,305.6
1.6,23.3,8.4,6.3,10.7,5.6,303.4
1.5,226.3,8.3,6.2,10.4,5.6,301.2
1.5,225.6,8.3,6.1,10.6,5.6,289.9
1.5,225.3,8.1,5.9,10.4,6.4,285.8
1.5,225.2,7.9,5.7,10.4,6.6,288.9
1.5,225.1,7.7,5.6,10.5,5.9,290.3
1.5,224.8,7.6,5.7,10.6,5.5,288.6
1.4,224.5,7.5,5.6,10.6,5.8,285.1
1.3,224.1,7.3,5.5,10.6,5.8,293.9
1.3,223.5,7.1,5.4,10.5,4.8,305.2
1.2,310.3,7,5.5,10.3,3.9,298.8
1.1,310.1,6.9,5.5,10.2,4.2,291
1,309.9,6.9,5.4,7.7,4,315.2
0.9,310.1,7,5.4,7.6,3.4,359.5
0.9,227.9,7.8,5.6,7.5,2.7,37.9
1,233.9,9.8,6.3,17.2,2.7,66.3
1.2,236.2,12.1,7.6,16.9,4.4,79.6
1.5,237.2,13.5,8.9,17.2,6.6,88.1
1.9,237.7,13.7,8.5,16.6,7.4,97
2.3,238,13.3,7.9,16.1,7.8,100.1
2.6,238.2,12.5,7.3,15.5,8.4,92.4
2.9,238.4,11.4,6.7,15.6,9.6,91.2
3.2,238.5,10.3,6.4,15.2,9.9,95.9
3.3,238.6,9.8,6.5,15,10,96.1
3.4,238.6,9.4,6.5,14.8,10.9,96.2
3.5,238.4,9.1,6.5,14.5,11.5,98.8
3.5,237.9,8.9,6.5,14.2,11.5,102.5
3.5,237.2,8.9,6.7,13.8,10.8,101.6
3.4,236.1,8.9,6.7,13.9,10.7,99.3
3.3,235.1,8.8,6.6,13.7,10.7,100.9
3.2,234.4,8.7,6.6,13.5,10.3,107.4
3.1,233.8,8.8,6.7,13.2,8.6,107.4
2.9,233.4,8.9,6.8,13,8.9,108.6
2.8,233.1,8.8,6.6,12.5,9.5,112.4
2.8,233,8.5,6.4,12.7,9.8,118.5
2.8,233,8.3,6.4,12.5,9.4,120.8
2.8,233.2,8.3,6.4,12.3,9.4,117.7
2.7,150.2,8.1,6.3,12.2,10.2,118.2
2.8,149.9,7.9,6.2,12.1,10.4,121.5
2.8,151.2,7.9,6.2,8,9.8,118.2
2.8,152.5,8,6.3,8.4,10.1,114.6
3,153.1,8.2,6.4,8.7,10.7,114.7
3.2,153.8,8.6,6.6,9.3,10.8,115.5
3.4,154.7,9,6.9,9.7,10.4,113.2
3.6,155.5,9.3,7.2,10.5,10.7,109.1
3.7,155.9,9.5,7.3,11.1,10.9,109.1
3.7,155.8,9.6,7.3,11.9,10.7,112.3
3.7,155.5,9.7,7.5,12,9.9,113.5
3.6,155.2,9.8,7.6,12,9.5,111.4
3.5,154.8,9.8,7.6,12,9.6,112
3.4,154.3,9.7,7.5,11.9,9.1,115.8
3.3,153.9,9.7,7.6,11.8,8.5,118.8
3.1,153.5,9.7,7.6,11.7,8.3,120.4
3.1,153.1,9.6,7.5,11.6,8.8,126.9
3,152.7,9.3,7.2,11.7,9,137
3,152.6,9.1,7.1,11.1,8.4,147.9
2.9,152.5,9.1,7.2,10.8,7.6,158.8
2.7,152.2,9.2,7.6,10.6,5.5,170.6
2.6,151.6,9.2,7.9,10.4,4.9,196.8
2.4,150.9,9.2,8.1,10.6,4.6,227.3
2.3,150,9.1,8.2,10.3,4.7,243.4
2.2,148.7,9,8.2,10,4.3,239
2.1,146.9,8.9,8.1,9.8,4.6,221.9
2,144.7,8.7,8,9.6,5.2,216.4
1.9,143.2,8.6,7.8,9.4,5.3,203.4
1.8,142.1,8.3,6.9,9.5,6.2,177.5
1.8,141.9,7.7,6.1,9.3,7.6,182.8
1.8,141.7,7.2,5.7,9.1,7,215.9
1.9,218.6,7.1,5.7,8.9,7.2,251
1.9,221.3,7.1,5.8,7.4,6.7,261.2
1.9,230.6,7.2,5.8,7.3,7.6,256.2
1.9,237.9,7.2,5.7,7.3,8.1,257.9
2,238.5,7.3,5.7,7.3,7.3,260.2
1.9,238.7,7.5,5.8,10.4,7.4,245.3
2.1,237.7,7.2,5.5,10.4,10.4,234.3
2.3,233.7,6.8,5.4,6.4,11.1,233.3
2.5,233.7,6.9,5.6,6.8,11.2,232.9
2.7,233.9,7,5.7,7.2,12.2,230.6
3,235.3,7.1,5.9,7.7,13.3,230.4
3.3,239.1,7.3,6.2,8.1,13.8,238.3
3.4,243.9,7.6,6.4,8.6,13.1,250
3.3,248.8,7.7,6.5,8.8,12.4,261.1
3.1,252.1,7.6,6.3,8.6,12,267.1
2.9,252.5,7.3,6,8.8,11.8,276
2.7,247.8,7.1,5.9,8.5,10.9,286.2
2.4,243.5,7,5.8,8.2,9.8,290.6
2.2,240.4,7,5.8,8.1,8.9,290.4
2.1,237.7,6.9,5.7,8.2,8.6,290
1.9,228.1,7,5.8,8.3,7.4,296.3
1.8,333.2,7.2,6.1,8.3,5.2,298.5
1.7,334,7.5,6.5,8.4,3.8,286.5
1.7,334.3,7.6,6.8,8.6,3.4,285.9
1.6,334.5,7.7,6.9,8.6,3.9,306.6
1.6,46.6,7.7,6.9,8.4,3.9,324.9
1.6,49.1,7.6,6.8,8.2,4.5,324.6
1.6,221.8,7.3,6.4,7.9,6.2,326.5
1.7,220.1,6.9,5.7,7.8,7.7,335
1.8,345.8,6.5,5.4,8.1,8.1,341
1.8,349.5,6.5,5.4,7.8,7.9,341.7
1.8,352,6.5,5.4,7.8,8.3,342.4
1.8,354.3,6.4,5.4,7.7,8.5,351
1.8,0.8,6.5,5.5,7.7,7.4,2.5
1.7,20.4,6.9,5.9,8,5.4,3.2
1.7,29.8,7.4,6.4,8.2,4.8,336.1
1.8,32.6,7.6,6.6,8.5,6,323
1.8,34.1,7.6,6.3,8.6,6.3,319.4
1.7,35,7.4,6,8.6,7.2,311.9
1.8,35.4,6.8,5.4,8.6,8.5,311.1
1.8,34.7,6.3,5.1,8.5,9.1,316.1
1.8,31.7,6.2,5,8.3,8.6,321.9
1.6,28.6,6.2,5.1,8.2,7.4,319.8
1.5,28.4,6.4,5.2,8.1,6.4,312.9
1.4,29.6,6.6,5.4,8.3,4.7,308.4
1.3,30.9,6.9,5.7,8.6,1.2,309.3
1.3,32.1,7.1,5.9,8.7,2.2,150.8
1.3,33.3,7.2,6,8.9,2.9,170.1
1.3,34.4,7.4,6.2,9.2,1.6,190.2
1.4,35.3,7.5,6.3,9.4,1.4,170.4
1.5,36,7.6,6.5,9.6,2.4,202
1.6,36.4,7.7,6.6,9.5,4.4,255.8
1.7,36.7,7.6,6.3,9.7,7.1,283.4
1.9,36.8,7.1,5.6,9.9,8.8,290
2.1,36.6,6.8,5.4,6.7,9.7,283.5
2.3,275.9,6.6,5.4,6.5,11.7,277.5
2.6,282.6,6.6,5.5,7,12.5,270.9
2.8,286.9,6.8,5.7,7.3,13.1,266.3
3.1,286.7,7,5.9,7.7,14.3,265.9
3.3,287.6,7.3,6.2,8.2,14,267.6
3.4,289.5,7.5,6.3,8.5,13.6,272.7
3.4,293.6,7.7,6.5,8.6,12.5,280
3.2,297,7.8,6.5,9,12,287.1
3.2,298.2,7.6,6.3,8.9,12.7,294.8
3.3,299.8,7.5,6.3,8.8,13.9,300.7
3.8,303.2,7.7,6.5,8.8,15.6,306.2
4.4,316.1,8.3,7,9.3,16.6,308
4.9,334.6,8.9,7.4,10,17,313.3
5,344.8,9.1,7.5,10.4,15.7,321.4
4.4,347.4,9,7.4,10.7,13.5,331.5
3.7,348.2,8.7,7.1,10.4,11.1,333
3.1,348.2,8.3,6.8,10,10.3,335.1
2.8,348.2,8,6.5,9.4,9.5,341.5
2.5,348.5,8,6.5,9.5,7.9,352.2
2.3,36.2,8.2,6.9,9.4,5.8,357.5
2.1,41.6,8.3,7.2,9.3,4.4,349.2
2,46,8.4,7.4,9.3,3.4,341.6
1.8,49.9,8.3,7.4,9.3,1.5,338.8
1.7,55.3,8.2,7.4,9.2,1.6,208.2
1.6,59.9,8.1,7.3,9,3.7,216.8
1.5,61.9,7.9,7.1,8.7,4.3,223.9
1.3,63.1,7.7,7,8.6,4.9,217.2
1.2,63.9,7.5,6.7,8.4,5.8,213.7
1.2,64.6,6.8,5.3,8.1,5.7,214.1
1.1,65.1,6.5,5.2,7.8,5.4,207.9
1.1,65.7,6.3,5,7.7,5.5,200.2
1,66.3,5.9,4.7,7.4,6,193.2
1,66.9,5.6,4.5,7.1,6.6,196.1
1,224.6,5.5,4.4,7,5.8,202
1,225.4,5.6,4.5,6.6,4.9,197.3
1,225.5,5.7,4.7,6.6,4.9,195.2
1,225.4,6,4.8,6.5,4.5,202.8
1,225.4,6.3,5.1,6.6,3.7,206.4
0.9,225.1,6.6,5.4,9.2,3.2,196.9
0.9,224.6,6.9,5.6,9.1,3.3,194.8
0.9,223.9,7.1,5.8,9,3,207.6
0.9,222.8,7.2,6,8.9,2.3,218.9
0.9,221.5,7.3,6.1,8.8,1.9,217.7
0.9,220.2,7.3,6.2,8.7,1.7,224.3
0.9,219.2,7.4,6.2,8.6,1.8,256.6
0.9,218.7,7.6,6.3,8.6,1.8,286.5
0.9,218.6,7.8,6.5,8.8,1.2,305.9
0.9,219.2,8.1,6.7,10.4,0.9,284.9
1,239.5,8.4,6.9,10.7,1.6,277.4
1,241.9,8.6,7.2,10.6,2.3,289.4
1.1,242.9,8.8,7.4,10.5,2.1,299.2
1.1,243.5,8.8,7.5,10.3,1.5,299.5
1.1,243.8,8.9,7.6,10.6,1.5,277.1
1.1,243.9,8.9,7.6,10.4,1.7,272.6
1.1,244,8.8,7.6,10.2,1.4,280.9
1.1,244.1,8.7,7.6,10.1,1.2,280.5
1.1,244,8.6,7.5,10,1.3,287.4
1,244,8.5,7.4,9.8,1.5,324.8
1,243.9,8.4,7.3,9.7,1.4,16.3
0.9,243.9,8.3,7.1,9.8,1.5,70.8
0.9,243.8,8.1,7,9.5,1.2,94.5
0.9,243.7,8,6.9,9.2,1.3,73
0.8,243.6,7.9,6.7,9,2.2,83.5
0.8,243.6,7.8,6.6,8.8,3.1,113
0.8,243.5,7.7,6.5,8.7,3.1,134.9
0.8,243.4,7.6,6.4,8.9,2.8,136.2
0.7,243.3,7.5,6.3,8.7,3.4,132
0.7,243.2,7.5,6.2,8.6,4.3,140.4
0.7,243.1,7.3,5.8,8.6,4.3,153
0.8,243.1,7.1,5.4,8.5,3.7,157.8
0.8,22.4,7.2,5.4,8.5,4,146.8
0.8,23.4,7,5.1,8.7,5.3,149.4
0.9,24.5,6.6,4.7,8.8,5.7,164.1
0.9,25.6,6.5,4.7,8.7,5.3,177.1
1,26.5,6.5,4.8,8.7,5.3,175.5
1,27.3,6.3,4.7,8.5,6.4,174.1
1.1,28,5.9,4.5,8.8,7.2,181.4
1.2,28.6,5.6,4.4,8.7,7.3,180.5
1.3,184.1,5.5,4.4,4.7,8.1,171.4
1.5,184.4,5.3,4.5,4.9,9.3,170.5
1.6,185.5,5.4,4.7,5.3,9.8,170.2
1.8,184.6,5.6,4.9,6,10.6,162.4
2.1,182,5.9,5.1,6.4,12.8,155.8
2.6,180.8,6.3,5.4,7.1,14.1,152.1
3.2,181.1,6.9,5.9,7.7,15.2,153
3.5,182.2,7.4,6.3,8.4,14.4,154.7
3.4,187.5,7.9,6.7,8.8,10.9,168.6
3.1,193.1,8,6.7,9.2,10.2,198
2.8,194.9,7.8,6.5,9.2,9.9,211.2
2.6,193.3,7.7,6.4,9,8.4,196.9
2.4,185.4,7.6,6.2,8.8,9.4,164.4
2.5,171.2,7.2,5.8,8.8,12,148
2.8,161.2,6.9,5.7,7.8,13.1,140.9
3,167.9,7.3,6.1,8,11.3,157.4
2.9,185.6,7.8,6.5,8.8,8.9,189.9
2.7,191.5,8.2,6.9,9,7.9,208.3
2.6,193,8.4,7.1,9.3,7.5,206.5
2.6,238.5,8.4,7.1,9.5,7.6,196.4
2.6,238.4,8.4,6.9,9.5,8.3,190.9
2.7,237.4,8.4,6.8,9.9,8.9,193.4
2.9,234.6,8.7,7,10.4,8.7,198.8
3.2,231.9,9.1,7.4,10.7,8.8,204
3.5,230.2,9.6,7.8,11.4,9.2,207.3
3.9,231.1,10.1,8.2,11.8,9.4,208.9
4.2,234.6,10.5,8.6,12.3,9.3,210.2
4.3,237.9,10.8,9,12.4,8.4,209
4.3,240.1,11.1,9.4,12.5,7.4,202.2
4.2,242.2,11.2,9.6,12.5,7.1,193.9
4,243.8,11.3,9.8,12.5,6.4,192.1
3.9,244.7,11.3,10,12.5,4.9,185.2
3.7,245.1,11.3,10.1,12.4,4.1,164.1
3.5,245.2,11.2,10.1,12.3,4.1,150.5
3.4,245.1,11,10,12.2,3.5,140.2
3.3,245.2,11,9.9,12,3.4,113.5
3.3,245.8,11.1,10.1,12,4.4,99.6
3.4,246.9,11.3,10.3,12.1,5,100.8
3.5,248.4,11.6,10.5,12.4,4.7,96.1
3.6,250,11.7,10.7,12.6,4.9,80.1
3.5,251.9,11.7,10.6,12.6,5.8,74.1
3.4,253.2,11.5,10.5,12.4,6.2,73.2
3.3,254.1,11.3,10.3,12.2,6.6,64.5
3.1,254.7,11,10.1,11.9,7.5,54.3
3,255,10.7,9.7,11.8,8.4,55.5
3,255.2,10.2,8.2,11.4,7.5,60.9
2.9,255.3,10,8.3,11.2,5.8,62.2
2.8,255.2,9.9,8.5,11,5.2,52
2.7,254.7,9.8,8.5,10.8,5.6,54.9
2.7,253.8,9.6,8.4,10.4,5.9,81.8
2.6,252.5,9.5,8.3,10.5,5.7,105.4
2.6,250.2,9.4,8.2,10.4,5.4,103
2.5,247.4,9.2,8,10.2,6,98.8
2.5,245,9.1,7.7,10.2,6.4,99.6
2.4,242.7,9,7.5,10.1,6.1,99.9
2.3,240.5,8.9,7.4,10,5.8,95.6
2.2,238.3,8.8,7.4,9.8,5.8,90.3
2.1,236,8.7,7.2,9.6,5.9,86.4
2.1,234.1,8.5,7.1,9.4,6,83.5
2,65.6,8.4,7,9.6,5.6,78.1
2,65.5,8.3,7,9.4,5,71.4
1.9,65.5,8.3,7.1,9.3,4.8,68.9
1.9,65.7,8.2,7.1,9.1,4.5,67.3
1.9,66.3,8,7,8.9,5.2,70.9
1.9,67.4,7.8,6.7,8.7,6.3,77.1
2,69.1,7.6,6.3,8.9,7.5,84.3
2.1,71.9,7.3,6,8.7,8.3,89.5
2.1,77.6,7.1,5.9,8.5,8.6,90.5
2.2,82.2,6.9,5.8,8.3,9.3,91.2
2.1,87.1,6.8,5.7,8,9.1,92.1
2,93.3,6.7,5.6,7.8,8.2,90.4
1.8,98.1,6.7,5.7,7.9,7.2,78.3
1.7,102.1,6.6,5.6,7.7,7.2,64.6
1.6,102.7,6.5,5.4,7.6,7.2,56.5
1.5,102.5,6.2,5.2,7.4,6.9,47.5
1.5,101,5.9,5,7.1,7.8,37.2
1.5,90.4,5.6,4.8,7,8.4,38
1.5,63.1,5.5,4.7,6.5,8.1,39.4
1.4,64.5,5.5,4.7,6.6,7.7,34
1.4,64.6,5.4,4.7,6.5,7.8,26.4
1.3,62.9,5.3,4.6,6.3,7.8,24.2
1.2,62.8,5.3,4.6,6.3,6.9,22
1.1,63.5,5.3,4.6,6.2,6,9.9
1,63.6,5.3,4.6,6.2,5.7,353.1
1,63.4,5.2,4.5,6.1,5.2,336.4
0.9,63.1,5.2,4.5,6.1,5.2,312.2
0.9,62.8,5,4.3,6,6.4,299.5
1,62.6,4.7,4.1,5.9,7.3,297.2
1.1,311.7,4.6,4.1,5.4,7.7,299
1.2,312.9,4.9,4.3,5.5,7.3,296.1
1.3,327.1,5.2,4.6,6,7.2,291.7
1.3,328.6,5.7,4.9,6.4,6.4,293.2
