"Hm0","THp","Tm01","Tm02","Tp","U10","wind_dir"
2.5,204.9,8.1,6.5,9.7,8,234.6
2.4,208.6,7.9,6.3,9.6,8.7,228.2
2.4,211.8,7.7,6.1,9.5,9.2,226.7
2.3,213.2,7.7,6.2,9.6,7.9,219.3
2.3,214.2,8,6.4,9.4,7.4,191.6
2.4,216.5,8,6.3,9.4,9.4,164.6
2.7,210.1,7.5,5.8,9.6,12.4,152.8
3.2,165.9,7.3,5.9,7.6,14.1,143.3
3.7,164.3,7.6,6.3,7.8,16.1,139
4.3,169.6,8.2,6.8,8.9,16,145.1
4.7,206.8,9,7.4,9.8,14.4,152.2
4.7,222.7,9.9,7.9,11.5,11.2,161.3
4.6,228.2,10.6,8.6,13.3,9.2,176.6
4.4,231.1,10.9,9.1,13.4,7.9,180.9
4.1,233.8,11,9.3,13.2,7,189.7
3.9,236.7,10.8,9.2,12.8,7.3,199.3
3.8,237.7,10.4,8.9,12.3,8.7,188.5
3.8,237.5,9.9,8.2,11.8,11.1,179.8
4,235.3,9.5,7.6,11.5,12.6,177.9
4.2,230.8,9.3,7.5,10.9,13.2,176.7
4.3,228.3,9.3,7.5,10.6,13.6,175.1
4.5,155.9,9.3,7.5,10.5,13.9,176.1
4.5,161.1,9.5,7.6,10.5,13.2,182.7
4.4,252.3,9.7,7.9,11.4,11.3,189.4
4.2,255.5,10,8.2,12,10,194.3
4,256.6,10.2,8.4,12.1,9.6,202.6
3.8,256.9,10.1,8.2,11.9,9.7,215.5
3.7,256.7,9.8,7.9,11.6,10,229.7
3.6,256.7,9.5,7.7,11.1,10,238.2
3.5,257.4,9.3,7.6,10.4,9.6,243.3
3.3,258.6,9.3,7.8,10.5,8.1,246.5
3.2,133.6,9.5,8.3,10.4,5.6,244.8
3,136.1,9.6,8.7,10.3,3.1,215.8
2.8,138.2,9.5,8.7,10.2,3.7,156.2
2.7,140,9.4,8.7,10.1,5.4,133.3
2.5,141.6,9.3,8.6,10.1,6.3,122.7
2.3,143.2,9.2,8.5,10,6.6,116.4
2.2,144.7,9.1,8.4,10,6.2,119.9
2,146.1,9,8.3,9.9,4,162.9
1.9,146.9,8.9,8.1,9.8,5.3,234
1.8,146.9,8.5,7.1,9.6,6.9,259.6
1.8,146.2,7.9,6.2,9.7,7.3,267.4
1.8,145,7.6,5.9,9.5,7.1,270.3
1.8,144,7.6,6,9.4,5.6,266.8
1.7,143.1,7.8,6.4,9.3,4.1,238.8
1.7,142.2,8,6.7,9.2,4.9,207.6
1.7,141.4,8.1,6.8,9.2,5.6,189.4
1.7,140.7,8.1,6.6,9.2,6.5,169
1.8,225.8,7.8,6,9.3,8.8,158.2
2.1,141.2,7,5.3,9.5,10.6,160.2
2.3,141.5,6.8,5.4,9.7,10.4,173.9
2.3,141,6.9,5.5,6.6,10.3,186.1
2.5,217.7,6.9,5.6,6.9,11.8,185
2.9,210.1,7,5.8,7.2,13.9,178.9
3.5,206.8,7.4,6.2,7.9,15.3,188.2
3.9,217,7.9,6.7,8.6,14.7,219
3.9,230.5,8.1,6.8,9,14.3,247.1
3.8,240.3,8.1,6.8,9.1,13.1,252.7
3.5,239.4,8.2,6.9,9.2,11.3,237.4
3.2,230.3,8.2,6.8,9.2,11.1,212
3.3,223.9,7.8,6.4,9.1,13.8,184.2
3.8,200.2,7.6,6.4,8.6,17.5,172.3
5.3,196,8.3,7.1,9.2,21.5,170.7
7.4,198.9,9.7,8.3,10.8,23.3,173.9
9.1,210.6,11.2,9.5,12.6,22.5,189.5
10.5,219.9,12.4,10.4,13.9,24.6,198.9
12.2,228.3,13.4,11.2,15,25.8,207
13.2,240.1,14.3,12,16.3,24.9,211.6
13,244.6,14.5,12.1,17,23.1,210.4
11.9,250.1,14.2,11.8,17.1,21.8,209.2
10.7,252.9,13.7,11.1,16.4,19.8,209.6
9.4,253.3,13.2,10.6,15.6,18.1,211.7
8.5,252.6,12.5,10.1,15.1,18.4,217.7
8.1,250.5,12,9.7,13.9,18.3,214.4
8,246.8,11.7,9.5,13.5,19.6,221.1
8.1,245.4,11.6,9.5,13.1,19.1,219.4
8,246.3,11.6,9.5,12.9,19.1,214.6
7.7,251.8,11.4,9.4,13,18.5,211.7
7.5,235.6,11.2,9.2,12.6,18.9,214.4
7.2,234.3,11.1,9.1,12.3,17.7,211.6
6.6,249.6,10.9,9,12.1,15.7,206.5
5.9,246.8,10.6,8.7,11.7,15.6,213
5.3,246,10.3,8.4,11.6,13.6,211.3
4.8,245.9,10.1,8.2,11.3,13,212
4.5,244,9.9,7.9,11.2,12.3,221.3
4.3,244.4,9.8,7.8,11.3,11.9,232.7
4.3,272.3,9.8,7.7,11.5,12.6,245.2
4.5,275.4,9.6,7.6,11.7,13.4,258.6
4.7,277.4,9.7,7.8,11.7,13.5,267
4.7,278.7,9.8,7.9,11.4,13,264.1
4.6,278.5,9.9,8,11.6,13.1,258.5
4.5,277.9,9.8,7.9,11.6,12.6,263.9
4.4,329,9.9,8,11.5,11.3,269.7
4.1,330.9,10,8.2,11.4,10,262.9
3.9,332.3,10.1,8.3,11.7,9.5,259.7
3.8,333.6,10.2,8.6,11.5,8.1,268.6
3.5,334.9,10.3,9.1,11.4,4.9,272.7
3.3,336.4,10.3,9.4,11.2,1.8,251.3
3.1,338.2,10.2,9.4,11,1,106.5
2.9,340.3,10,9.2,10.7,3.7,63.9
2.7,342.4,9.9,9.1,10.7,6.7,42.8
2.6,343.6,9.7,9,10.3,8.6,28
2.7,344.5,9.6,8.6,10.2,7.9,16.1
2.9,154.5,9.7,8.4,10.3,6.2,21.1
3.1,152.3,10.1,9.1,10.5,4.1,60.2
3.2,149.5,10.3,9.4,10.4,5.6,130.4
3.2,148.5,10.3,9.5,10.7,8.9,163.7
3.3,151.7,9.8,8.1,10.6,12.5,169.2
3.9,157.6,8.4,6.7,10.6,14.8,164.1
4.2,170.8,8.5,7.1,9.8,13.6,198.5
4.4,207.7,8.8,7.4,9.9,14.9,217.7
4.9,225.3,9.2,7.7,10.3,15.5,219.6
5.5,240.3,9.9,8.3,11,15.5,224.9
6.2,253.6,10.9,8.9,12.6,15.5,226.4
6.9,259.7,11.6,9.4,13.7,15.7,226.8
7.4,264.6,12.1,9.7,14.4,16.3,226.4
7.8,268,12.4,9.9,14.8,16.8,220.5
8.2,269.4,12.5,9.9,15,17.8,215.5
8.7,269.9,12.7,10.1,15.3,18.9,213.5
9.5,269.6,12.9,10.3,15.7,20.3,216
10.4,268.6,13.3,10.7,15.6,21.5,223.2
11.3,267.7,13.7,11.2,16.2,22,228.8
11.7,267.2,14,11.4,16.4,22.1,233.2
11.7,266.5,14,11.4,16.3,22,236.3
11.3,265.5,13.8,11.3,16,21.6,237.6
10.8,265,13.5,11.1,15.5,21,238.4
10.1,265.4,13.1,10.8,15.3,20.2,239.1
9.3,266.6,12.7,10.5,14.8,19.4,241.6
8.4,267.9,12.3,10.1,14.3,17.9,243.5
7.5,269.3,11.8,9.7,14.2,16.6,245.6
6.7,270.4,11.3,9.2,13.5,15.6,249.8
6.1,271,10.8,8.8,13,15.5,252.7
5.9,271.3,10.5,8.6,12.5,16,256
6,271.5,10.3,8.5,12,16,259.1
6.1,271.3,10.4,8.6,11.9,15.8,260.4
6.2,270.4,10.5,8.8,11.9,16.4,261
6.5,269.4,10.7,9,12.1,16.8,265
6.9,267.1,11,9.2,12.3,17,264.1
7.3,264.4,11.2,9.4,12.4,17.9,264
7.6,262.3,11.4,9.6,12.5,18.2,264.1
7.7,260.5,11.5,9.7,12.6,18.4,262.1
7.7,259.9,11.5,9.7,12.7,17.7,264.8
7.3,260.4,11.5,9.9,12.6,15.7,269.8
6.7,260.9,11.6,10,12.5,13.5,283.1
6.1,260.3,11.4,9.8,12.3,13.3,293
5.9,261.1,11,9.2,12.2,15.2,287.9
6.1,266.3,10.5,8.6,11.7,18.2,280.9
6.9,265.3,10.4,8.7,11.5,20.1,277.4
7.4,262.5,10.8,9.2,11.7,18.9,283.3
7.4,331.9,11.5,9.9,12.4,14.6,300.8
7.3,333.1,12.1,10.6,13.5,14.1,318.5
7.3,334.1,12.3,10.8,14,15.2,319.3
7.3,334.9,12.3,10.6,13.9,15.5,315.1
7,335.4,12.3,10.5,13.7,14.1,312
6.6,335.9,12.4,10.8,13.7,10.9,315.2
6.1,336.1,12.6,11.2,13.6,6.7,340.9
5.7,336.1,12.6,11.4,13.4,6.4,34.1
5.3,336.1,12.5,11.3,13.2,8.2,52.3
4.9,336.2,12.3,10.9,13,8.3,48.7
4.7,336.4,12.1,10.7,12.9,7.3,26.2
4.4,336.7,12,10.5,12.6,7.5,353.5
4.3,337.1,11.7,9.9,12.8,8.9,324.8
4.4,337.3,11.3,9.1,12.6,10.6,309.7
4.8,337.2,11.2,8.9,12.6,10.8,303.7
5.1,336.5,11.5,9.4,12.5,9.7,312.4
5.2,335.7,11.9,10.1,13.1,9.1,332.4
5.3,335.5,12.1,10.4,13.4,9.5,348.9
5.4,335.7,12.2,10.3,13.5,10,352.3
5.3,336.1,12.1,10,13.5,11,351.3
5.3,336.5,11.9,9.6,13.4,10.9,352.1
5.2,337,11.7,9.3,13.2,11.6,351
5.1,337.4,11.4,9,13.1,11.7,351.3
4.9,337.5,11.3,8.9,12.9,10.8,349.1
4.8,337.4,11.2,9,12.8,10.1,341.5
4.7,337.2,11.3,9.3,12.7,9.6,333.7
4.6,336.9,11.2,9.3,12.6,9.7,330.7
4.5,336.6,11.2,9.3,12.6,9.6,326.6
4.4,336.3,11,9.1,12.9,10.3,321.9
4.4,336.1,10.7,8.7,12.3,11,319.4
4.5,335.9,10.3,8.3,11.7,12.2,317
4.7,335.5,9.9,8,11.4,13.6,321.4
4.9,335.3,9.8,8,11,13.9,324.9
5.1,335.2,9.8,8.1,11,14.9,324.4
5.3,335.1,9.9,8.2,11.2,15.3,325.8
5.3,335.5,9.9,8.3,11.3,14.8,328.5
5.2,336.2,10,8.4,11.3,13.8,330.9
4.9,337.1,10,8.4,11.4,12.8,333.2
4.6,338.1,10,8.4,11.4,11.8,339.1
4.4,17,10,8.4,11.4,10.7,349.9
4.2,20.7,10,8.4,11.4,9.7,358.7
4,24.7,10,8.4,11.4,9.1,5.6
3.8,27.5,10,8.4,11.4,8.9,10.2
3.7,28.8,10,8.3,11.4,9,17.9
3.6,29.8,9.9,8.2,11.4,8.2,27.2
3.4,30.4,9.9,8.3,11.3,7.2,30.8
3.3,30.8,10,8.3,11.3,7.1,30.9
3.1,31,10,8.3,11.2,7,33.9
3,31.3,10,8.3,11.2,6.6,40.4
3,31.5,10,8.3,11.2,6.1,45.8
2.9,31.8,10.1,8.5,11.3,5.5,42.5
2.9,32.2,10.2,8.6,11.5,5.6,43.2
2.8,32.5,10.2,8.6,11.7,5.4,56.5
2.8,32.8,10.3,8.7,11.8,4.4,65.2
2.7,33.2,10.3,8.8,11.4,3.8,60.2
2.7,33.5,10.3,8.8,11.4,4.5,64.5
2.6,33.9,10.1,8.6,11.7,4.8,88.9
2.6,34.2,10,8.4,11.5,4.3,115
2.5,34.5,9.9,8.4,11.3,4,124.2
2.5,34.8,9.7,8.2,11.1,5.6,123.3
2.5,35.1,9.3,7.4,11,8.4,128.2
2.6,35.5,8.4,6.3,10.8,10.8,131.7
3,36.4,7.5,5.9,10.6,12.8,122.2
3.4,100.5,7.3,6.1,7.2,14.8,111.9
3.4,96.6,7.7,6.6,8.1,10.8,141.2
3.4,84.5,8.1,7,8.9,12.9,210.6
3.9,210.7,8.3,7.1,9,14.6,216
4.3,217.9,8.9,7.6,9.7,12.9,198.4
4.6,225.8,9.7,8.1,10.7,12.9,180.9
5.2,227.6,10.5,8.5,11.6,13.4,170.9
5.9,228,11.1,8.9,13.4,14.1,165.9
6.5,227.6,11.5,9.4,14.1,14,166.5
6.7,226.7,12,9.9,14.3,12.6,169.8
6.6,225.7,12.2,10.4,14.2,10.9,184.5
6.3,224.8,12.3,10.6,13.9,10.2,214.9
5.8,224.8,12.1,10.4,13.6,10.7,236.2
5.5,225.4,11.5,9.7,13.3,12.5,242
5.5,226.5,10.8,8.8,12.7,14.6,242.4
5.7,228.2,10.3,8.4,12.2,15.9,240.8
6.1,229.8,10.3,8.5,11.7,16.9,240.4
6.2,231.1,10.3,8.6,11.5,17,238.5
6,232.1,10.2,8.5,11.6,16.6,234.9
5.4,233.2,9.9,8.3,11.3,14.8,231.3
4.4,235.6,9.6,8.1,11,10.8,223.4
3.6,243.9,9.5,8.2,10.6,6.6,192.5
3,253.4,9.4,8.3,10.4,5.8,137.8
2.7,255.9,9.2,8.1,10.1,6.1,136.4
2.8,179.6,8.8,7.4,9.7,9,180.2
3.4,188,8.6,7.1,9.7,12.1,190.8
4.1,186.1,9.2,7.6,10.4,11.6,201.1
4.5,185.4,10,8.3,11.4,11,225.4
4.9,186.2,10.7,8.9,12.1,11.7,250.3
5.5,190.4,11.2,9,12.5,14.6,260.2
6.5,203.4,11.5,9,14,16.3,251.9
7.3,220.3,11.8,9.3,14.1,16.6,237.8
7.9,221.1,12,9.6,14.2,18.4,229.7
8.5,223.3,12.2,9.9,14,19.2,225.6
8.2,225.7,12.1,9.9,14.2,17.7,222.2
7.3,229,11.8,9.7,13.8,16,222.7
6.2,232.7,11.5,9.4,13.5,13.1,223
5.3,235.6,11.1,9.1,13.1,11.9,225.8
4.7,237.1,10.7,8.6,12.7,11.4,229.9
4.3,237.5,10.1,7.9,12.7,12,228.2
4.2,236.8,9.5,7.4,12,12.6,221.6
4.2,233.7,9,7.2,11.3,13.8,215
4.4,228.6,9,7.3,10.3,13.9,203.1
4.8,200,9.2,7.6,10.4,15.7,187.7
5.6,191.4,9.7,8.1,11.1,16.2,190.5
6.2,196.1,10.5,8.8,11.6,15.8,211
7,221.6,11.1,9.3,12.4,18,231.3
8.3,237.7,11.8,9.8,13.1,19.7,240.5
9.7,241.5,12.6,10.6,14.2,21.1,239.8
10.9,242.2,13.4,11.2,15,21.6,236.3
11.6,243.7,13.8,11.5,15.5,22.6,233.5
12,249.9,14,11.7,15.7,22.8,233.6
12.2,253.5,14.1,11.9,15.9,22.8,236.8
12.3,256.2,14.2,12,16.1,22.5,241
12.5,259.5,14.3,12.1,16.3,22.8,248.8
12.7,265.3,14.4,12.2,16.4,23,256.1
12.9,270.4,14.5,12.2,16.6,23.7,264.2
12.7,272.7,14.5,12.1,16.8,22.6,268.9
11.7,273.7,14.2,11.8,16.5,21.2,270.4
10.4,274,13.6,11.2,15.9,19.5,269.7
9.2,274.2,13,10.7,15.2,18.2,268.4
8.2,274.4,12.4,10.1,14.7,17.6,267.1
7.4,274.7,11.7,9.5,13.8,17,265.7
6.7,275.2,11.2,9.1,13.2,16.6,266.2
6.1,276.4,10.7,8.7,12.9,15.2,266.6
5.4,278.6,10.4,8.5,12.4,13.3,264.9
4.7,282.2,10.3,8.4,12.1,11.5,262
4.2,284.8,10.3,8.4,11.8,9.3,260.4
3.8,286.5,10.5,8.8,11.5,6.8,257.4
3.5,226.8,10.7,9.3,11.8,4.6,235.5
3.3,227.2,10.7,9.6,11.7,4.1,198.1
3.1,227.4,10.8,9.7,11.6,5.4,169.9
3,227.6,10.8,9.7,11.7,8.1,164.3
2.9,227.5,10.6,8.7,11.6,10.6,185.7
3.3,226.6,8.9,6.4,11.9,12.8,215.5
3.9,226.4,8.5,6.6,11.9,13.7,230.1
3.9,226.7,8.9,7,9.3,11.3,227.9
3.7,227.4,9.4,7.4,11.2,9.9,211.8
3.6,228.3,9.7,7.5,12,9.9,205
3.8,228.1,9.3,7.1,12.6,12.9,207.7
4.3,226.7,9,7.1,9.7,13.9,201.5
4.5,225.5,9,7.3,10.1,14.6,200.3
4.8,224.3,9.1,7.5,10.4,15.8,209.7
5.3,226.3,9.4,7.8,10.5,16.7,223
6,229.3,9.8,8.2,11.2,18.2,229.9
6.5,232.3,10.2,8.6,11.5,18.4,228.5
6.9,235.9,10.5,8.8,11.8,18.7,230.5
7.3,238.9,10.8,9,12.2,19,239
7.7,242.5,11.1,9.3,12.5,20.1,245.8
8.3,249.2,11.4,9.5,12.9,20.7,252.2
8.6,255.7,11.6,9.7,13,20.5,255.7
8.4,259,11.7,9.8,13.1,19.2,255.6
8,262.4,11.7,9.8,13.1,18.1,251.2
7.6,265.7,11.6,9.7,12.9,17.8,244.1
7.3,247.2,11.4,9.4,13,17.6,240.1
6.8,239.9,11.2,9.2,12.7,16.1,236.8
6.1,275,11.1,9.2,12.6,13.2,225.2
5.4,279.4,11.1,9.2,12.7,11.1,221.1
5,281,10.8,8.7,12.7,12.7,248.4
5.2,276.6,10.1,8,11.5,15.9,251.2
5.9,270.4,10,8.2,11.2,17.2,245.9
6.6,268.1,10.4,8.6,11.8,18.4,241.8
7.5,263,11,9.2,12.4,19.8,239.3
8.4,264,11.6,9.6,12.7,20.7,237.3
9,264.4,12.1,10,13.6,20.8,235.5
9.1,270.3,12.4,10.1,14.2,19.8,233.8
8.7,275.3,12.5,10.1,14.9,17.9,229.8
7.8,278.5,12.7,10.2,15.3,14.3,220.9
6.7,280.6,12.9,10.6,15.4,9.6,191.1
5.9,281.6,12.8,10.5,15.3,10.3,141.9
5.7,281.9,12,9.8,15,10,156.8
6,282.3,11.7,10.2,13.1,9.2,250.8
6.1,281.6,11.5,9.9,12.6,18.4,279.1
6.7,278.3,10.7,8.9,12.4,18.7,266.1
6.7,275.1,10.5,8.8,11.6,18.3,248.8
6.7,235.8,10.5,8.8,11.6,18.5,240
7.2,233.9,10.8,9.1,12.2,19,238.2
8.1,241.9,11.3,9.6,12.6,20.5,237.8
9.1,256.4,11.9,10,13.3,21.8,241.1
9.6,257.1,12.3,10.3,13.6,21.6,238.7
9.2,257.5,12.3,10.2,13.8,19.8,233.9
7.8,262.6,12,10,13.7,15.6,220.1
6.3,268.2,11.8,10,13.6,10.8,168.4
5.5,270.2,11.4,9.6,13.2,12.5,129.9
5.7,271.6,10.9,9.4,12.9,12.3,176.3
6.2,171.3,11.4,10.2,12.6,11.8,186.1
6.6,169.1,12.3,11.2,12.7,6.2,231.4
7.2,172,13.3,12.2,14.2,12.1,298.6
8.1,195,14.5,13,15.7,16,291.2
9.1,209.3,14.9,12.3,17.1,17,274.4
9.9,226.6,14.5,11.4,17.8,18.7,269.3
10.3,233.8,14,11.1,17.8,19.5,275.3
10.3,237.2,13.6,11,17.7,20,276.9
10,240.4,13.3,10.8,17.3,19.8,271.7
9.3,242.5,13.1,10.6,15.2,18.5,262
8.5,242.8,12.7,10.4,15,17,248.5
7.8,242.4,12.3,10.1,14.4,16.2,243
7.3,242.2,11.9,9.8,14,16,246.8
7.1,242.6,11.6,9.6,13.2,16.8,251
7,243,11.4,9.4,12.9,17,250.9
6.8,243.6,11.2,9.2,12.5,16.7,253.4
6.5,244.7,11,9.1,12.7,16.2,252.1
6.5,246.9,10.8,8.9,12.5,17.1,253
6.7,251.5,10.7,8.8,12.4,17.7,254.6
6.8,254.3,10.8,8.9,12.4,17.4,253.8
6.8,253.5,11,9,12.5,16.5,247.8
6.6,250.3,11,9.1,12.6,16,246.7
6.3,247.2,11,9,12.4,15.2,243.6
5.9,242.4,10.8,8.8,12.3,14.5,231
5.4,236.1,10.4,8.5,12,14.4,196.9
5.4,206.2,9.7,7.9,11.5,17.3,176.7
6.4,210.7,9.8,8.3,10.8,20,204.9
7.4,223.5,10.9,9.2,12.1,17.5,217.3
7.2,227.4,11.5,9.8,12.9,15,207.7
6.7,229.8,11.7,9.8,13.2,15,186.6
6.7,227.6,11.4,9.3,13,17.2,210.4
7.2,226.2,11.2,9.2,12.7,18.4,217.6
7.4,226,11.3,9.3,12.8,17.9,210.3
7.8,225,11.5,9.5,13.1,19.3,207.6
8.3,225.2,11.8,9.8,13.4,19.4,208.6
9.1,229.4,12.3,10.1,13.8,20.6,216.6
10.2,239.3,12.9,10.7,14.7,21.7,225.6
11.1,242.7,13.5,11.1,15.4,22.4,225.2
11.7,245.9,13.8,11.5,15.9,23,226.7
11.5,250.7,13.8,11.5,16,22.2,229.3
10.2,254.9,13.5,11,15.8,18.4,224.3
8.3,257.2,13.1,10.8,15.3,13.4,201.3
7,258,12.5,10.2,14.9,14.8,164.6
6.7,258.6,11.4,9.2,14.2,17,162.3
7.3,182.6,11,9.1,11.6,19.1,169.9
7.8,187.8,11.3,9.5,12.7,18.5,170.4
7.8,185.9,11.8,10.1,12.6,15.7,173.7
7.5,189.3,12.1,10.6,13.4,14.6,179.3
7.2,190.1,12.2,10.5,13.5,14.8,185.4
6.9,192.3,12,10.2,13.4,15.1,189.3
6.5,195.2,11.8,10,13.3,13.6,193.4
6,196.8,11.7,9.9,13.1,12.5,194.1
5.8,197,11.7,9.9,13,12.4,195.2
5.8,196.2,11.8,9.8,13,12.8,193.9
6,194.9,11.8,9.6,13.1,14,188.9
6.3,252.8,11.7,9.3,13.3,15.5,185.4
6.6,190,11.6,9.2,14.3,15.8,183.8
6.8,187.8,11.7,9.3,14.9,15.4,182.1
6.9,259.9,11.9,9.4,15.3,15.2,181.7
6.9,263.2,12,9.6,15.5,15,180
6.8,266.9,12.1,9.7,15.4,14.1,169.6
6.5,268.5,12.3,9.9,15.2,12.6,155.8
6.1,269.7,12.3,10.1,15,11.4,148.3
5.7,270.6,12.3,10.3,14.8,8.4,166
5.4,271.3,12.2,10.6,14.5,8.9,197.5
5.2,271.9,12,10.5,14.1,9.3,194.5
5,272.3,11.9,10.6,13.8,6.9,181.5
4.8,272.6,11.8,10.8,13.4,3.9,126.2
4.5,272.8,11.7,10.7,13.1,8.9,54.7
4.3,272.8,11.5,10.4,12.7,15.3,40.1
4.4,272.8,10.4,8,12.4,16.5,34.6
5,109,9.5,7.6,11.9,13,88.5
6.1,127.7,10.7,9,12.1,15.3,122.6
7.1,128,11.8,10.1,13.1,15.3,105.7
7.8,131.1,12.3,10.4,13.9,17.1,92.3
8.4,137.2,12.7,10.9,14,15,87.9
8.7,140.8,13.5,12,14.8,5.4,118.8
8.5,140.5,13.9,12.6,14.9,8.9,225
8,140,13.9,12.7,14.8,14,230.9
7.5,140.3,13.2,11.6,14.3,16.7,225.1
7.5,252,12.1,10.1,13.8,18.2,220.3
7.3,248.1,11.6,9.7,13.3,16.8,215.3
6.6,252.6,11.4,9.6,12.8,14.2,205
5.7,258.3,11.3,9.7,12.7,10.7,184.7
5,262.4,11.1,9.7,12.4,10.7,134.5
4.6,266.4,10.4,8.4,12,16.1,107.3
5.2,137.9,9.4,7.7,11.5,15.2,125.7
5.3,147.6,9.8,8.5,10.8,13.6,154.3
5.1,150.9,10,8.8,11,13.2,158.5
4.8,149.3,10.1,8.8,11.1,11.6,155.2
4.4,147.6,10.3,9,11,9.3,172.2
4.2,144.9,10.5,9.3,11,8.7,212.5
4.2,142.8,10.5,9,11.1,11.1,237.5
4.4,231.6,10.2,8.4,11.3,11.8,237.4
4.5,232.2,10.4,8.4,12.5,10.6,222.1
4.4,233.4,10.6,8.6,12.7,10.3,199.8
4.4,236.7,10.8,8.6,12.9,10.5,187.8
4.4,238.6,10.9,8.7,12.9,9.9,184.6
4.4,240.5,11,8.9,12.8,9.1,198.6
4.3,242.4,11.1,9.2,13,8.7,219.7
4.3,244,11,9.1,12.7,9.2,233
4.3,245.6,10.8,8.8,12.5,10.2,242.7
4.3,247.5,10.3,8.3,12.3,11.2,252.2
4.2,249.3,9.9,8,12.1,11.4,254
4,249.2,9.7,7.8,11.8,10.3,239.9
3.7,248.1,9.5,7.6,11.4,10.7,214.5
3.7,244,8.7,6.8,11.3,14.1,200.1
4,204.8,8.1,6.7,9.1,15,192
4.4,205.3,8.2,6.9,9.1,17.5,196.7
5,215.2,8.5,7.3,9.4,18.6,204.2
5.6,227.5,9.1,7.8,10,19.1,222.7
6.5,244.3,9.8,8.4,10.5,20,233.9
7.8,258,10.9,9.1,12.2,21.4,230.5
9.5,268.2,12.1,10,13.7,23.2,239.6
11.4,274.7,13.5,11,15.7,22.6,246.1
12.7,280,14.8,12.1,17.9,21.8,243.5
12.8,279,15.2,12.4,18.2,21.2,237.8
12.2,277.5,14.9,12.1,18.1,21.3,233.8
11.5,276.3,14.3,11.5,17.8,21.3,229.4
11,274.3,13.7,11,17,21.7,223.6
10.6,271.2,13.2,10.7,15.4,21.9,221.6
10.3,267.6,12.9,10.6,15,21.3,226
10.3,261.1,12.9,10.6,14.9,21.7,231.3
10.6,261.8,13.1,10.8,15,22.1,231.6
11.2,265.7,13.5,11.1,15.5,22.9,235.1
12,269.4,13.9,11.4,16.1,23.8,239.4
12.9,272.2,14.4,12,16.6,24.3,246.3
13.5,274.4,14.8,12.3,17.1,23.9,252.2
13.6,275.6,15,12.4,17.6,23.6,256.9
13.1,276.3,14.8,12.3,17.6,22.9,258.7
12.1,277.2,14.5,11.9,17.3,21,256.5
10.5,279,14,11.2,16.7,18.6,246.7
9,280,13.2,10.5,16.2,17.9,230.9
8.2,277.6,12.1,9.7,15.5,19.2,218
8.1,233.9,11.3,9.3,12.5,21.2,220.1
8.3,239.8,11.3,9.4,12.6,20.8,226
8.1,244.9,11.4,9.5,12.8,19.2,234.2
7.6,249.8,11.3,9.4,12.8,17.9,238.4
6.7,252.5,11.1,9.2,12.6,15.7,238.7
5.8,253,10.8,8.9,12.4,13.4,229.7
5.1,251.8,10.3,8.5,11.8,13.1,216.7
4.8,240.9,9.7,8,11,13.7,220.5
4.7,232.1,9.4,7.8,10.6,14.1,230.6
4.3,231.6,9.1,7.6,10.4,12.6,228.9
3.8,229.4,8.9,7.3,10.1,11.9,226
3.5,229.2,8.5,6.9,9.9,11.6,231.7
3.3,231.7,8,6.6,9.6,12.4,239.9
3.3,232.7,7.9,6.4,9.2,12.7,236.9
3.5,229.9,8,6.6,9.1,13.3,232
4,274,8.7,6.9,9.3,13.7,230.4
4.6,281.7,9.6,7.5,9.7,13.4,232.6
5,284.1,10.4,8,14.3,13.1,234.4
5.2,284.7,10.7,8.2,14.4,13.4,234.9
5.4,284.3,10.6,8.2,14,14.3,235.3
5.5,283.4,10.3,8.1,13.8,15,233.8
5.6,281.8,10.2,8.1,12.8,15.3,229.9
5.6,278.8,10.2,8.2,12.2,15.1,227.4
5.6,276.4,10.2,8.3,12.1,14.6,231.4
5.5,274.8,10.3,8.4,12.2,14.2,237.5
5.6,273.3,10.4,8.6,12.2,14.6,255
6,274.6,10.6,8.8,12.3,15.4,273
6.5,276.5,11,9.1,12.7,16.3,278.3
6.8,278.7,11.1,9.3,12.9,16.8,296.8
6.7,282,11.1,9.2,12.9,16.5,306.3
6.5,284.4,10.9,9,12.7,16.6,310.5
6.1,329,10.6,8.8,12.4,15.5,311
5.5,330.9,10.4,8.6,12,14.4,308.1
4.9,332.6,10,8.2,11.6,13.2,307.6
4.4,334.4,9.8,8,11.7,11.2,303.8
3.8,336,9.6,8,11.3,9.7,297.3
3.4,337.5,9.6,8,10.9,7.9,292.2
3.1,338.8,9.6,8.4,10.5,4.9,284.5
2.8,273.8,9.6,8.6,10.5,2.3,235
2.6,22.1,9.5,8.6,10.2,4,172.4
2.5,22.2,9.4,8.5,9.9,5.5,164.7
2.4,22,9.3,8.2,9.6,5.3,170.2
2.5,21.7,9.2,7.9,9.7,6,182.3
2.6,21.4,9,7.5,9.5,7.1,211.8
2.7,21.2,8.9,7.3,9.5,7.5,231
2.6,21,8.9,7.3,9.4,6.8,236.3
2.6,20.8,8.9,7.2,9.4,7.3,240.9
2.5,20.7,8.7,6.8,9.2,8.6,251.7
2.6,256,8.1,6.2,8.9,10,258.6
2.7,255.4,7.6,6,7.8,11,260.2
2.9,254.9,7.5,6.1,7.9,11.9,258
3.1,254.9,7.6,6.2,8,12.3,257.4
3.1,255.1,7.7,6.3,8.4,11.6,258.6
2.9,255.4,7.9,6.4,8.6,9.4,257.7
